#station;day;hour;temp;hum;press

# ===== DAY 1 =====

MeteoStation3;2;06;6.8;84;1019.6
MeteoStation3;2;07;8.0;79;1019.6
MeteoStation3;2;08;9.7;74;1019.6
MeteoStation3;2;09;11.0;72;1019.5
MeteoStation3;2;10;12.3;68;1019.0
MeteoStation3;2;11;13.3;65;1018.6
MeteoStation3;2;12;15.1;61;1017.2
MeteoStation3;2;13;15.7;60;1016.9
MeteoStation3;2;14;16.3;60;1014.6
MeteoStation3;2;15;16.7;57;1015.5
MeteoStation3;2;16;15.5;61;1014.1
MeteoStation3;2;17;15.6;59;1013.2
MeteoStation3;2;18;15.4;62;1013.6
MeteoStation3;2;19;14.0;65;1012.7
MeteoStation3;2;20;12.4;71;1014.3
MeteoStation3;2;21;10.9;73;1013.7
MeteoStation3;2;22;9.3;74;1012.1
MeteoStation3;2;23;8.3;78;1013.7
MeteoStation4;2;00;7.8;77;1015.3
MeteoStation4;2;01;6.3;79;1015.2
MeteoStation4;2;02;5.4;75;1015.2
MeteoStation4;2;03;5.3;76;1017.4
MeteoStation4;2;04;7.3;78;1017.9
MeteoStation4;2;05;6.3;80;1017.0
MeteoStation4;2;06;7.6;71;1017.5
MeteoStation4;2;07;8.4;74;1018.6
MeteoStation4;2;08;9.3;68;1019.1
MeteoStation4;2;09;11.2;65;1017.7
MeteoStation4;2;10;12.7;64;1016.5
MeteoStation4;2;11;14.0;60;1017.0
MeteoStation4;2;12;14.9;59;1015.6
MeteoStation4;2;13;16.0;57;1015.5
MeteoStation4;2;14;16.6;51;1014.9
MeteoStation4;2;15;16.8;55;1015.1
MeteoStation4;2;16;17.0;55;1013.5
MeteoStation4;2;17;16.1;54;1013.0
MeteoStation4;2;18;15.3;53;1013.6
MeteoStation4;2;19;13.8;58;1013.3
MeteoStation4;2;20;13.2;65;1010.5
MeteoStation4;2;21;10.9;66;1013.5
MeteoStation4;2;22;10.2;65;1013.2
MeteoStation4;2;23;8.4;73;1015.0
MeteoStation5;2;00;7.6;83;1013.7
MeteoStation5;2;01;6.0;79;1014.7
MeteoStation5;2;02;5.4;85;1014.1
MeteoStation5;2;03;5.3;85;1016.2
MeteoStation5;2;04;6.6;86;1017.6
MeteoStation5;2;05;6.0;86;1017.3
MeteoStation5;2;06;7.8;83;1018.2
MeteoStation5;2;07;8.5;78;1017.6
MeteoStation5;2;08;9.6;78;1017.5
MeteoStation5;2;09;11.0;73;1017.0
MeteoStation5;2;10;12.5;70;1016.9
MeteoStation5;2;11;14.2;65;1016.5
MeteoStation5;2;12;15.3;65;1016.1
MeteoStation5;2;13;15.9;66;1014.2
MeteoStation5;2;14;16.8;61;1013.3
MeteoStation5;2;15;16.2;64;1012.9
MeteoStation5;2;16;16.8;62;1011.4
MeteoStation5;2;17;16.0;66;1011.1
MeteoStation5;2;18;14.9;67;1012.6
MeteoStation5;2;19;13.7;66;1011.9
MeteoStation5;2;20;13.3;76;1012.9
MeteoStation5;2;21;11.7;71;1011.0
MeteoStation5;2;22;10.4;79;1012.4
MeteoStation5;2;23;8.1;83;1012.2

# ===== DAY 3 =====

MeteoStation1;3;00;11.2;72;1009.3
MeteoStation1;3;01;10.9;76;1010.3
MeteoStation1;3;02;10.3;73;1009.9
MeteoStation1;3;03;9.6;76;1011.5
MeteoStation1;3;04;9.2;77;1011.6
MeteoStation1;3;05;10.0;73;1013.6
MeteoStation1;3;06;10.9;70;1014.0
MeteoStation1;3;07;12.5;68;1013.0
MeteoStation1;3;08;14.2;66;1012.9
MeteoStation1;3;09;16.3;57;1011.6
MeteoStation1;3;10;16.9;55;1012.4
MeteoStation1;3;11;17.6;61;1010.3
MeteoStation1;3;12;18.7;53;1010.9
MeteoStation1;3;13;19.8;53;1009.7
MeteoStation1;3;14;20.4;52;1007.9
MeteoStation1;3;15;20.3;48;1008.7
MeteoStation1;3;16;20.4;52;1008.0
MeteoStation1;3;17;19.8;45;1006.5
MeteoStation1;3;18;18.7;50;1006.1
MeteoStation1;3;19;17.8;52;1006.1
MeteoStation1;3;20;16.8;60;1007.1
MeteoStation1;3;21;15.2;63;1006.9
MeteoStation1;3;22;13.8;65;1007.8
MeteoStation1;3;23;12.0;69;1008.7
MeteoStation2;3;00;12.7;67;1009.3
MeteoStation2;3;01;12.6;67;1010.4
MeteoStation2;3;02;11.1;70;1011.2
MeteoStation2;3;03;10.7;77;1010.9
MeteoStation2;3;04;11.5;67;1014.1
MeteoStation2;3;05;12.1;72;1012.7
MeteoStation2;3;06;12.3;66;1013.1
MeteoStation2;3;07;13.4;64;1012.9
MeteoStation2;3;08;15.1;62;1013.3
MeteoStation2;3;09;17.0;59;1011.1
MeteoStation2;3;10;18.7;57;1011.7
MeteoStation2;3;11;19.5;55;1011.6
MeteoStation2;3;12;21.3;54;1011.8
MeteoStation2;3;13;20.7;52;1010.2
MeteoStation2;3;14;21.8;50;1008.5
MeteoStation2;3;15;23.0;47;1009.2
MeteoStation2;3;16;21.8;49;1009.2
MeteoStation2;3;17;22.4;51;1007.3
MeteoStation2;3;18;21.1;55;1006.8
MeteoStation2;3;19;19.2;55;1007.0
MeteoStation2;3;20;17.8;63;1007.7
MeteoStation2;3;21;16.6;63;1007.5
MeteoStation2;3;22;15.3;68;1007.8
MeteoStation2;3;23;14.4;65;1008.8
MeteoStation3;3;00;11.4;65;1009.9
MeteoStation3;3;01;10.4;75;1010.3
MeteoStation3;3;02;9.9;72;1011.3
MeteoStation3;3;03;9.1;72;1013.4
MeteoStation3;3;04;9.8;65;1013.4
MeteoStation3;3;05;10.5;68;1014.0
MeteoStation3;3;06;10.8;66;1014.4
MeteoStation3;3;07;13.1;63;1013.9
MeteoStation3;3;08;13.8;58;1014.4
MeteoStation3;3;09;15.3;58;1012.8
MeteoStation3;3;10;16.8;54;1012.8
MeteoStation3;3;11;18.2;54;1011.7
MeteoStation3;3;12;19.4;52;1011.4
MeteoStation3;3;13;20.5;47;1010.8
MeteoStation3;3;14;19.8;47;1010.4
MeteoStation3;3;15;20.4;46;1009.4
MeteoStation3;3;16;21.1;45;1008.5
MeteoStation3;3;17;20.1;51;1008.1
MeteoStation3;3;18;19.2;53;1008.3
MeteoStation3;3;19;18.2;52;1007.4
MeteoStation3;3;20;17.0;56;1007.6
MeteoStation3;3;21;15.0;59;1007.3
MeteoStation3;3;22;13.2;62;1009.2
MeteoStation3;3;23;12.8;67;1008.8
MeteoStation4;3;00;11.9;58;1011.1
MeteoStation4;3;01;11.0;64;1009.6
MeteoStation4;3;02;10.4;63;1011.4
MeteoStation4;3;03;10.1;68;1011.8
MeteoStation4;3;04;10.0;63;1012.5
MeteoStation4;3;05;11.3;62;1012.8
MeteoStation4;3;06;11.8;61;1013.1
MeteoStation4;3;07;13.0;59;1012.7
MeteoStation4;3;08;14.0;54;1012.4
MeteoStation4;3;09;15.7;55;1012.1
MeteoStation4;3;10;17.0;49;1011.7
MeteoStation4;3;11;18.7;47;1011.9
MeteoStation4;3;12;19.8;47;1011.0
MeteoStation4;3;13;20.8;43;1010.7
MeteoStation4;3;14;21.0;42;1008.8
MeteoStation4;3;15;21.4;45;1010.5
MeteoStation4;3;16;20.9;44;1008.5
MeteoStation4;3;17;20.9;47;1008.7
MeteoStation4;3;18;19.5;44;1008.0
MeteoStation4;3;19;18.5;49;1008.3
MeteoStation4;3;20;17.0;48;1008.0
MeteoStation4;3;21;16.7;49;1007.3
MeteoStation4;3;22;14.5;56;1008.1
MeteoStation4;3;23;12.9;59;1009.5
MeteoStation5;3;00;11.5;66;1009.4
MeteoStation5;3;01;11.7;69;1010.2
MeteoStation5;3;02;10.8;72;1009.7
MeteoStation5;3;03;10.1;77;1011.5
MeteoStation5;3;04;10.6;73;1010.8
MeteoStation5;3;05;10.7;69;1012.4
MeteoStation5;3;06;11.9;70;1011.7
MeteoStation5;3;07;13.0;67;1012.5
MeteoStation5;3;08;13.6;64;1013.2
MeteoStation5;3;09;16.2;59;1012.2
MeteoStation5;3;10;17.0;58;1011.7
MeteoStation5;3;11;18.8;55;1012.0
MeteoStation5;3;12;20.2;51;1010.4
MeteoStation5;3;13;19.9;47;1010.2
MeteoStation5;3;14;21.1;48;1008.7
MeteoStation5;3;15;21.0;50;1008.1
MeteoStation5;3;16;21.1;47;1007.9
MeteoStation5;3;17;20.7;54;1007.6
MeteoStation5;3;18;19.4;53;1006.1
MeteoStation5;3;19;18.4;59;1006.1
MeteoStation5;3;20;16.8;56;1006.7
MeteoStation5;3;21;16.4;57;1007.6
MeteoStation5;3;22;13.9;62;1006.8
MeteoStation5;3;23;13.3;64;1007.2

# ===== DAY 4 =====

MeteoStation1;4;00;9.6;77;1012.5
MeteoStation1;4;01;8.6;82;1012.4
MeteoStation1;4;02;9.1;84;1014.2
MeteoStation1;4;03;8.3;81;1014.2
MeteoStation1;4;04;8.5;82;1014.5
MeteoStation1;4;05;9.3;82;1015.0
MeteoStation1;4;06;9.7;77;1016.5
MeteoStation1;4;07;11.4;76;1015.9
MeteoStation1;4;08;12.6;71;1016.2
MeteoStation1;4;09;13.8;70;1015.0
MeteoStation1;4;10;14.9;64;1014.8
MeteoStation1;4;11;16.7;68;1014.0
MeteoStation1;4;12;17.6;59;1013.5
MeteoStation1;4;13;17.9;61;1012.8
MeteoStation1;4;14;19.0;60;1013.3
MeteoStation1;4;15;19.0;62;1011.9
MeteoStation1;4;16;19.4;63;1011.3
MeteoStation1;4;17;19.5;64;1010.3
MeteoStation1;4;18;17.5;65;1010.8
MeteoStation1;4;19;17.0;63;1009.7
MeteoStation1;4;20;15.7;65;1009.4
MeteoStation1;4;21;13.7;67;1010.9
MeteoStation1;4;22;12.4;74;1011.4
MeteoStation1;4;23;11.3;76;1012.1
MeteoStation2;4;00;11.7;76;1012.9
MeteoStation2;4;01;9.8;81;1012.3
MeteoStation2;4;02;10.1;81;1012.8
MeteoStation2;4;03;9.1;80;1014.2
MeteoStation2;4;04;10.6;83;1016.0
MeteoStation2;4;05;9.8;79;1016.3
MeteoStation2;4;06;11.5;79;1016.0
MeteoStation2;4;07;12.6;76;1016.4
MeteoStation2;4;08;14.2;75;1015.9
MeteoStation2;4;09;15.4;68;1016.0
MeteoStation2;4;10;16.3;65;1014.0
MeteoStation2;4;11;17.6;61;1014.6
MeteoStation2;4;12;18.6;59;1014.6
MeteoStation2;4;13;19.9;60;1012.2
MeteoStation2;4;14;19.9;62;1012.6
MeteoStation2;4;15;20.1;58;1012.2
MeteoStation2;4;16;20.4;59;1010.3
MeteoStation2;4;17;19.9;59;1009.7
MeteoStation2;4;18;18.9;61;1009.6
MeteoStation2;4;19;17.5;60;1009.5
MeteoStation2;4;20;16.7;69;1010.7
MeteoStation2;4;21;15.3;70;1011.2
MeteoStation2;4;22;14.4;72;1011.6
MeteoStation2;4;23;12.9;76;1011.5
MeteoStation3;4;00;10.0;78;1013.6
MeteoStation3;4;01;9.5;79;1014.4
MeteoStation3;4;02;8.3;78;1014.4
MeteoStation3;4;03;8.8;83;1015.5
MeteoStation3;4;04;8.8;80;1016.3
MeteoStation3;4;05;9.1;76;1016.4
MeteoStation3;4;06;9.8;78;1017.6
MeteoStation3;4;07;10.9;69;1016.7
MeteoStation3;4;08;12.1;71;1017.9
MeteoStation3;4;09;14.1;65;1016.3
MeteoStation3;4;10;15.2;64;1016.1
MeteoStation3;4;11;16.5;66;1014.3
MeteoStation3;4;12;17.7;58;1013.8
MeteoStation3;4;13;17.6;60;1013.6
MeteoStation3;4;14;19.6;56;1014.6
MeteoStation3;4;15;19.6;51;1012.4
MeteoStation3;4;16;19.6;55;1010.3
MeteoStation3;4;17;19.1;59;1011.7
MeteoStation3;4;18;17.2;61;1009.9
MeteoStation3;4;19;17.0;60;1010.9
MeteoStation3;4;20;14.9;63;1011.6
MeteoStation3;4;21;14.3;69;1011.7
MeteoStation3;4;22;12.1;77;1010.9
MeteoStation3;4;23;11.6;74;1013.2
MeteoStation4;4;00;10.3;67;1014.8
MeteoStation4;4;01;9.4;75;1013.2
MeteoStation4;4;02;8.6;76;1015.1
MeteoStation4;4;03;8.4;71;1015.7
MeteoStation4;4;04;8.8;74;1015.4
MeteoStation4;4;05;9.5;76;1015.7
MeteoStation4;4;06;10.0;67;1015.2
MeteoStation4;4;07;11.8;64;1015.1
MeteoStation4;4;08;12.0;63;1016.5
MeteoStation4;4;09;14.2;63;1015.0
MeteoStation4;4;10;15.5;56;1014.6
MeteoStation4;4;11;17.2;58;1015.1
MeteoStation4;4;12;18.4;53;1013.9
MeteoStation4;4;13;18.4;48;1013.0
MeteoStation4;4;14;20.3;48;1012.7
MeteoStation4;4;15;19.3;48;1011.0
MeteoStation4;4;16;18.9;48;1010.9
MeteoStation4;4;17;18.1;56;1011.2
MeteoStation4;4;18;18.2;59;1009.5
MeteoStation4;4;19;17.1;56;1009.9
MeteoStation4;4;20;15.7;58;1011.3
MeteoStation4;4;21;14.3;64;1010.7
MeteoStation4;4;22;11.9;66;1012.5
MeteoStation4;4;23;11.7;75;1012.2
MeteoStation5;4;00;10.6;81;1011.9
MeteoStation5;4;01;9.2;85;1011.7
MeteoStation5;4;02;9.0;85;1013.2
MeteoStation5;4;03;9.5;81;1012.9
MeteoStation5;4;04;9.1;84;1013.7
MeteoStation5;4;05;9.6;81;1015.1
MeteoStation5;4;06;10.2;74;1015.7
MeteoStation5;4;07;11.3;77;1015.5
MeteoStation5;4;08;12.5;67;1015.6
MeteoStation5;4;09;13.8;68;1015.6
MeteoStation5;4;10;15.8;62;1014.8
MeteoStation5;4;11;17.8;66;1013.9
MeteoStation5;4;12;17.6;62;1014.0
MeteoStation5;4;13;18.7;59;1013.7
MeteoStation5;4;14;19.9;58;1012.5
MeteoStation5;4;15;20.6;60;1010.6
MeteoStation5;4;16;19.6;55;1008.4
MeteoStation5;4;17;19.1;60;1009.7
MeteoStation5;4;18;18.1;60;1009.8
MeteoStation5;4;19;17.0;61;1009.1
MeteoStation5;4;20;15.9;71;1009.2
MeteoStation5;4;21;14.4;73;1010.5
MeteoStation5;4;22;13.1;68;1010.4
MeteoStation5;4;23;10.8;76;1010.7
