#station;day;hour;temp;hum;press

# ===== DAY 1 =====

MeteoStation3;1;19;13.4;62;1009.6
MeteoStation3;1;20;11.1;63;1009.5
MeteoStation3;1;21;-1.3;77;1016.2
MeteoStation3;1;22;-2.5;87;1017.2
MeteoStation3;1;23;-2.1;81;1016.0
MeteoStation4;1;00;7.5;71;1012.4
MeteoStation4;1;01;5.9;78;1012.7
MeteoStation4;1;02;5.6;76;1016.6
MeteoStation4;1;03;5.8;80;1015.3
MeteoStation4;1;04;5.2;76;1015.9
MeteoStation4;1;05;6.1;75;1015.1
MeteoStation4;1;06;6.7;74;1017.2
MeteoStation4;1;07;-3.0;95;1020.0
MeteoStation4;1;08;-2.9;83;1021.5
MeteoStation4;1;09;-2.4;76;1024.4
MeteoStation4;1;10;12.3;67;1016.0
MeteoStation4;1;11;13.0;57;1015.0
MeteoStation4;1;12;14.7;59;1013.9
MeteoStation4;1;13;16.0;55;1014.1
MeteoStation4;1;14;16.3;54;1012.4
MeteoStation4;1;15;15.9;55;1011.8
MeteoStation4;1;16;15.2;54;1011.9
MeteoStation4;1;17;15.4;59;1011.4
MeteoStation4;1;18;14.3;61;1011.0
MeteoStation4;1;19;13.2;61;1010.5
MeteoStation4;1;20;12.3;65;1010.3
MeteoStation4;1;21;-1.8;82;1016.2
MeteoStation4;1;22;-1.8;84;1017.1
MeteoStation4;1;23;-2.4;85;1016.0
MeteoStation5;1;00;7.4;72;1010.8
MeteoStation5;1;01;6.8;74;1011.8
MeteoStation5;1;02;6.5;76;1013.6
MeteoStation5;1;03;6.3;75;1013.4
MeteoStation5;1;04;6.2;79;1014.2
MeteoStation5;1;05;6.7;75;1015.5
MeteoStation5;1;06;7.1;79;1015.9
MeteoStation5;1;07;-2.8;87;1020.7
MeteoStation5;1;08;-3.8;90;1021.2
MeteoStation5;1;09;-2.2;79;1022.0
MeteoStation5;1;10;12.8;65;1015.3
MeteoStation5;1;11;13.8;56;1014.8
MeteoStation5;1;12;15.7;58;1012.9
MeteoStation5;1;13;16.3;54;1011.7
MeteoStation5;1;14;17.4;52;1013.7
MeteoStation5;1;15;17.2;52;1010.6
MeteoStation5;1;16;17.5;51;1010.7
MeteoStation5;1;17;16.7;54;1011.4
MeteoStation5;1;18;15.6;58;1009.9
MeteoStation5;1;19;14.8;57;1010.1
MeteoStation5;1;20;13.6;65;1008.1
MeteoStation5;1;21;-1.2;79;1016.0
MeteoStation5;1;22;-1.6;79;1016.6
MeteoStation5;1;23;-1.3;87;1017.2

# ===== DAY 2 =====

MeteoStation1;2;00;4.5;79;1013.6
MeteoStation1;2;01;4.3;80;1015.7
MeteoStation1;2;02;3.6;86;1016.6
MeteoStation1;2;03;3.4;76;1017.0
MeteoStation1;2;04;3.7;79;1018.6
MeteoStation1;2;05;3.8;76;1017.7
MeteoStation1;2;06;5.1;78;1018.6
MeteoStation1;2;07;6.3;74;1017.9
MeteoStation1;2;08;7.5;72;1017.8
MeteoStation1;2;09;11.1;92;1004.5
MeteoStation1;2;10;11.4;92;1004.0
MeteoStation1;2;11;12.8;86;1004.5
MeteoStation1;2;12;13.0;86;1003.9
MeteoStation1;2;13;13.7;58;1014.3
MeteoStation1;2;14;13.6;58;1014.1
MeteoStation1;2;15;15.0;58;1015.3
MeteoStation1;2;16;14.5;57;1013.3
MeteoStation1;2;17;14.4;59;1012.7
MeteoStation1;2;18;12.0;86;1003.6
MeteoStation1;2;19;11.8;63;1012.9
MeteoStation1;2;20;10.6;67;1013.1
MeteoStation1;2;21;9.0;68;1011.8
MeteoStation1;2;22;7.4;70;1012.7
MeteoStation1;2;23;5.5;79;1014.3
MeteoStation2;2;00;5.6;76;1011.7
MeteoStation2;2;01;5.1;81;1013.3
MeteoStation2;2;02;4.0;82;1013.2
MeteoStation2;2;03;4.0;78;1014.3
MeteoStation2;2;04;4.8;84;1016.1
MeteoStation2;2;05;5.3;79;1015.9
MeteoStation2;2;06;5.3;84;1015.8
MeteoStation2;2;07;6.5;74;1016.4
MeteoStation2;2;08;7.7;68;1017.2
MeteoStation2;2;09;8.7;91;1004.5
MeteoStation2;2;10;11.3;86;1004.5
MeteoStation2;2;11;13.4;86;1002.6
MeteoStation2;2;12;14.5;86;1001.0
MeteoStation2;2;13;14.4;60;1012.9
MeteoStation2;2;14;14.0;55;1011.3
MeteoStation2;2;15;15.0;57;1011.0
MeteoStation2;2;16;14.6;61;1010.2
MeteoStation2;2;17;13.9;61;1010.3
MeteoStation2;2;18;11.3;86;998.2
MeteoStation2;2;19;12.0;60;1011.2
MeteoStation2;2;20;11.2;64;1009.0
MeteoStation2;2;21;9.8;70;1011.6
MeteoStation2;2;22;8.5;71;1012.5
MeteoStation2;2;23;7.2;74;1012.1
MeteoStation3;2;00;5.0;81;1014.5
MeteoStation3;2;01;3.3;79;1014.0
MeteoStation3;2;02;3.6;79;1015.8
MeteoStation3;2;03;3.0;79;1015.9
MeteoStation3;2;04;3.2;81;1016.1
MeteoStation3;2;05;3.7;81;1015.7
MeteoStation3;2;06;4.0;77;1016.6
MeteoStation3;2;07;6.0;75;1018.2
MeteoStation3;2;08;7.4;77;1016.6
MeteoStation3;2;09;8.1;91;1004.5
MeteoStation3;2;10;12.1;86;1004.5
MeteoStation3;2;11;12.7;86;1004.5
MeteoStation3;2;12;10.8;86;1000.7
MeteoStation3;2;13;13.4;62;1014.7
MeteoStation3;2;14;14.1;60;1012.9
MeteoStation3;2;15;14.0;59;1012.7
MeteoStation3;2;16;13.4;58;1012.5
MeteoStation3;2;17;13.9;62;1012.0
MeteoStation3;2;18;12.2;86;1002.7
MeteoStation3;2;19;11.4;64;1011.8
MeteoStation3;2;20;9.7;67;1012.2
MeteoStation3;2;21;8.1;69;1011.5
MeteoStation3;2;22;7.0;76;1012.1
MeteoStation3;2;23;5.4;76;1013.8
MeteoStation4;2;00;4.8;76;1015.2
MeteoStation4;2;01;4.0;81;1016.7
MeteoStation4;2;02;3.2;84;1017.3
MeteoStation4;2;03;3.6;89;1017.1
MeteoStation4;2;04;3.2;87;1018.6
MeteoStation4;2;05;4.1;85;1018.8
MeteoStation4;2;06;4.3;81;1018.8
MeteoStation4;2;07;6.2;78;1018.8
MeteoStation4;2;08;7.4;76;1019.2
MeteoStation4;2;09;8.1;87;1004.5
MeteoStation4;2;10;10.0;88;1004.5
MeteoStation4;2;11;9.4;86;1002.5
MeteoStation4;2;12;11.3;86;1001.7
MeteoStation4;2;13;13.7;60;1016.1
MeteoStation4;2;14;14.2;63;1014.7
MeteoStation4;2;15;13.7;63;1015.1
MeteoStation4;2;16;13.7;58;1014.9
MeteoStation4;2;17;13.6;62;1013.9
MeteoStation4;2;18;13.9;90;1003.3
MeteoStation4;2;19;11.3;58;1012.7
MeteoStation4;2;20;10.6;70;1013.2
MeteoStation4;2;21;9.4;69;1013.2
MeteoStation4;2;22;7.2;74;1014.1
MeteoStation4;2;23;5.8;75;1014.1
MeteoStation5;2;00;5.8;81;1013.0
MeteoStation5;2;01;5.2;80;1014.3
MeteoStation5;2;02;3.9;83;1015.5
MeteoStation5;2;03;4.0;85;1015.7
MeteoStation5;2;04;3.7;79;1016.6
MeteoStation5;2;05;4.8;78;1017.0
MeteoStation5;2;06;6.3;82;1018.5
MeteoStation5;2;07;6.9;79;1017.2
MeteoStation5;2;08;8.4;77;1017.9
MeteoStation5;2;09;11.0;97;1004.5
MeteoStation5;2;10;10.9;90;1004.5
MeteoStation5;2;11;10.9;87;1004.5
MeteoStation5;2;12;12.7;86;1004.2
MeteoStation5;2;13;14.9;61;1013.8
MeteoStation5;2;14;14.8;59;1013.7
MeteoStation5;2;15;15.4;55;1012.5
MeteoStation5;2;16;14.7;58;1012.1
MeteoStation5;2;17;13.7;60;1011.1
MeteoStation5;2;18;13.9;86;1002.9
MeteoStation5;2;19;12.4;65;1010.8
MeteoStation5;2;20;11.5;67;1013.9
MeteoStation5;2;21;9.6;69;1012.5
MeteoStation5;2;22;7.9;70;1012.7
MeteoStation5;2;23;6.8;80;1012.9

# ===== DAY 3 =====

MeteoStation1;3;00;9.4;65;1009.9
MeteoStation1;3;01;8.8;70;1010.7
MeteoStation1;3;02;8.3;65;1011.2
MeteoStation1;3;03;8.0;71;1011.0
MeteoStation1;3;04;7.7;71;1011.7
MeteoStation1;3;05;9.6;65;1014.7
MeteoStation1;3;06;9.4;61;1013.5
MeteoStation1;3;07;10.8;63;1012.7
MeteoStation1;3;08;12.4;61;1014.1
MeteoStation1;3;09;13.0;54;1011.7
MeteoStation1;3;10;15.4;54;1012.4
MeteoStation1;3;11;15.3;56;1013.4
MeteoStation1;3;12;17.9;54;1011.4
MeteoStation1;3;13;18.1;47;1010.2
MeteoStation1;3;14;18.6;49;1010.4
MeteoStation1;3;15;18.8;44;1008.4
MeteoStation1;3;16;18.3;47;1008.2
MeteoStation1;3;17;17.7;42;1007.3
MeteoStation1;3;18;17.9;49;1007.6
MeteoStation1;3;19;16.3;50;1007.2
MeteoStation1;3;20;15.0;52;1007.4
MeteoStation1;3;21;13.9;59;1007.1
MeteoStation1;3;22;12.9;63;1008.1
MeteoStation1;3;23;10.1;64;1009.8
MeteoStation2;3;00;10.5;64;1008.3
MeteoStation2;3;01;8.6;67;1008.6
MeteoStation2;3;02;8.3;65;1009.4
MeteoStation2;3;03;7.9;67;1010.3
MeteoStation2;3;04;8.2;71;1011.2
MeteoStation2;3;05;9.8;66;1012.5
MeteoStation2;3;06;9.9;66;1011.5
MeteoStation2;3;07;11.7;65;1011.0
MeteoStation2;3;08;12.3;59;1011.3
MeteoStation2;3;09;13.1;62;1011.5
MeteoStation2;3;10;15.0;50;1010.7
MeteoStation2;3;11;16.3;54;1010.3
MeteoStation2;3;12;17.3;48;1009.7
MeteoStation2;3;13;18.6;47;1008.8
MeteoStation2;3;14;19.9;48;1007.2
MeteoStation2;3;15;19.5;43;1005.7
MeteoStation2;3;16;19.5;40;1006.2
MeteoStation2;3;17;19.2;46;1006.5
MeteoStation2;3;18;17.3;48;1005.1
MeteoStation2;3;19;17.3;48;1005.6
MeteoStation2;3;20;15.1;50;1004.7
MeteoStation2;3;21;14.6;57;1005.7
MeteoStation2;3;22;11.9;63;1005.8
MeteoStation2;3;23;10.9;65;1007.1
MeteoStation3;3;00;8.8;65;1009.1
MeteoStation3;3;01;8.6;63;1008.5
MeteoStation3;3;02;8.0;74;1009.6
MeteoStation3;3;03;7.3;67;1010.2
MeteoStation3;3;04;7.1;73;1011.8
MeteoStation3;3;05;8.3;66;1012.1
MeteoStation3;3;06;9.6;68;1011.6
MeteoStation3;3;07;9.6;70;1012.3
MeteoStation3;3;08;11.7;61;1011.6
MeteoStation3;3;09;12.7;57;1010.3
MeteoStation3;3;10;14.3;62;1011.3
MeteoStation3;3;11;15.7;51;1011.0
MeteoStation3;3;12;17.0;48;1010.2
MeteoStation3;3;13;19.1;46;1008.5
MeteoStation3;3;14;18.8;47;1007.9
MeteoStation3;3;15;18.9;45;1007.8
MeteoStation3;3;16;18.3;46;1007.5
MeteoStation3;3;17;18.4;50;1007.1
MeteoStation3;3;18;17.3;48;1006.6
MeteoStation3;3;19;15.6;51;1005.7
MeteoStation3;3;20;15.2;59;1007.2
MeteoStation3;3;21;13.1;57;1005.8
MeteoStation3;3;22;11.7;60;1007.2
MeteoStation3;3;23;10.3;64;1006.5
MeteoStation4;3;00;8.7;66;1010.3
MeteoStation4;3;01;8.6;67;1010.8
MeteoStation4;3;02;7.5;70;1012.4
MeteoStation4;3;03;7.6;68;1012.4
MeteoStation4;3;04;7.8;70;1013.7
MeteoStation4;3;05;8.9;69;1013.7
MeteoStation4;3;06;8.9;64;1014.2
MeteoStation4;3;07;10.5;61;1013.2
MeteoStation4;3;08;12.3;60;1013.9
MeteoStation4;3;09;13.2;59;1013.5
MeteoStation4;3;10;14.6;53;1013.9
MeteoStation4;3;11;15.6;53;1013.0
MeteoStation4;3;12;18.0;52;1011.0
MeteoStation4;3;13;17.9;47;1010.2
MeteoStation4;3;14;19.3;51;1010.7
MeteoStation4;3;15;19.6;48;1008.2
MeteoStation4;3;16;18.2;48;1008.2
MeteoStation4;3;17;18.3;47;1007.0
MeteoStation4;3;18;17.7;45;1007.3
MeteoStation4;3;19;15.8;55;1007.2
MeteoStation4;3;20;15.0;56;1007.4
MeteoStation4;3;21;13.1;58;1007.5
MeteoStation4;3;22;11.8;62;1009.4
MeteoStation4;3;23;11.0;65;1009.8
MeteoStation5;3;00;10.4;68;1008.4
MeteoStation5;3;01;8.2;65;1009.8
MeteoStation5;3;02;9.0;68;1010.0
MeteoStation5;3;03;8.8;74;1010.6
MeteoStation5;3;04;8.8;67;1012.2
MeteoStation5;3;05;9.3;68;1012.8
MeteoStation5;3;06;9.7;68;1012.3
MeteoStation5;3;07;10.8;65;1011.5
MeteoStation5;3;08;13.4;59;1013.5
MeteoStation5;3;09;14.1;56;1013.2
MeteoStation5;3;10;16.0;55;1012.1
MeteoStation5;3;11;16.8;53;1010.9
MeteoStation5;3;12;17.7;48;1011.0
MeteoStation5;3;13;18.7;51;1009.1
MeteoStation5;3;14;19.8;50;1008.6
MeteoStation5;3;15;19.8;48;1008.4
MeteoStation5;3;16;19.4;45;1007.8
MeteoStation5;3;17;18.6;43;1006.7
MeteoStation5;3;18;17.7;44;1007.2
MeteoStation5;3;19;16.6;50;1008.3
MeteoStation5;3;20;14.9;51;1006.1
MeteoStation5;3;21;15.1;56;1007.7
MeteoStation5;3;22;13.3;60;1008.3
MeteoStation5;3;23;11.9;60;1010.2

# ===== DAY 4 =====

MeteoStation1;4;00;7.5;70;1013.1
MeteoStation1;4;01;7.1;76;1012.7
MeteoStation1;4;02;7.1;80;1013.7
MeteoStation1;4;03;6.4;76;1014.2
MeteoStation1;4;04;6.2;82;1015.7
MeteoStation1;4;05;6.8;77;1015.2
MeteoStation1;4;06;7.2;78;1017.0
MeteoStation1;4;07;9.0;72;1017.2
MeteoStation1;4;08;10.1;71;1016.1
MeteoStation1;4;09;11.9;64;1015.8
MeteoStation1;4;10;13.2;65;1015.0
MeteoStation1;4;11;14.7;63;1014.0
MeteoStation1;4;12;15.9;60;1014.7
MeteoStation1;4;13;17.0;59;1013.4
MeteoStation1;4;14;17.7;54;1011.7
MeteoStation1;4;15;17.2;54;1010.4
MeteoStation1;4;16;17.5;54;1011.2
MeteoStation1;4;17;16.5;52;1010.7
MeteoStation1;4;18;16.3;59;1009.7
MeteoStation1;4;19;14.7;64;1012.6
MeteoStation1;4;20;13.4;58;1011.1
MeteoStation1;4;21;11.9;63;1010.4
MeteoStation1;4;22;10.6;73;1010.8
MeteoStation1;4;23;9.3;75;1012.6
MeteoStation2;4;00;8.4;72;1010.5
MeteoStation2;4;01;7.3;71;1012.1
MeteoStation2;4;02;7.0;76;1012.2
MeteoStation2;4;03;7.0;77;1013.9
MeteoStation2;4;04;7.5;79;1014.0
MeteoStation2;4;05;7.8;78;1013.4
MeteoStation2;4;06;8.6;77;1012.9
MeteoStation2;4;07;9.8;74;1015.2
MeteoStation2;4;08;10.1;68;1014.5
MeteoStation2;4;09;11.2;63;1013.7
MeteoStation2;4;10;13.6;65;1013.3
MeteoStation2;4;11;15.1;57;1013.2
MeteoStation2;4;12;16.8;55;1014.9
MeteoStation2;4;13;17.1;57;1012.8
MeteoStation2;4;14;17.4;54;1011.0
MeteoStation2;4;15;18.0;55;1010.3
MeteoStation2;4;16;17.9;56;1010.3
MeteoStation2;4;17;16.7;58;1008.5
MeteoStation2;4;18;16.9;58;1009.0
MeteoStation2;4;19;15.3;62;1008.9
MeteoStation2;4;20;14.5;63;1008.3
MeteoStation2;4;21;12.7;69;1009.3
MeteoStation2;4;22;10.8;66;1009.8
MeteoStation2;4;23;9.7;71;1010.4
MeteoStation3;4;00;7.6;76;1012.8
MeteoStation3;4;01;7.2;76;1012.1
MeteoStation3;4;02;5.8;79;1012.4
MeteoStation3;4;03;6.3;82;1014.4
MeteoStation3;4;04;5.8;78;1014.4
MeteoStation3;4;05;6.6;80;1015.4
MeteoStation3;4;06;7.9;72;1015.0
MeteoStation3;4;07;8.2;75;1015.3
MeteoStation3;4;08;10.1;66;1014.2
MeteoStation3;4;09;12.0;65;1014.6
MeteoStation3;4;10;13.3;64;1014.6
MeteoStation3;4;11;13.3;62;1013.4
MeteoStation3;4;12;15.5;55;1011.8
MeteoStation3;4;13;16.3;58;1011.5
MeteoStation3;4;14;17.0;54;1011.4
MeteoStation3;4;15;16.9;55;1011.6
MeteoStation3;4;16;16.8;53;1010.5
MeteoStation3;4;17;16.3;59;1010.0
MeteoStation3;4;18;16.1;56;1010.0
MeteoStation3;4;19;14.3;60;1009.7
MeteoStation3;4;20;12.5;63;1009.3
MeteoStation3;4;21;11.6;69;1009.2
MeteoStation3;4;22;10.2;68;1010.4
MeteoStation3;4;23;9.5;68;1009.5
MeteoStation4;4;00;7.3;79;1013.4
MeteoStation4;4;01;6.3;82;1013.4
MeteoStation4;4;02;7.0;79;1015.9
MeteoStation4;4;03;6.0;78;1015.4
MeteoStation4;4;04;6.4;78;1016.1
MeteoStation4;4;05;7.1;76;1016.1
MeteoStation4;4;06;8.4;72;1016.3
MeteoStation4;4;07;9.0;73;1016.9
MeteoStation4;4;08;10.8;72;1017.1
MeteoStation4;4;09;12.0;69;1016.4
MeteoStation4;4;10;13.3;61;1016.5
MeteoStation4;4;11;14.4;58;1015.2
MeteoStation4;4;12;15.3;58;1014.1
MeteoStation4;4;13;16.3;57;1014.6
MeteoStation4;4;14;17.4;55;1013.3
MeteoStation4;4;15;17.1;54;1011.9
MeteoStation4;4;16;17.4;56;1012.6
MeteoStation4;4;17;16.1;58;1011.2
MeteoStation4;4;18;15.4;60;1011.4
MeteoStation4;4;19;14.9;60;1011.0
MeteoStation4;4;20;13.2;65;1010.2
MeteoStation4;4;21;12.1;68;1010.1
MeteoStation4;4;22;9.5;63;1012.5
MeteoStation4;4;23;9.1;76;1013.4
MeteoStation5;4;00;9.3;76;1011.4
MeteoStation5;4;01;7.3;77;1012.0
MeteoStation5;4;02;7.4;77;1013.4
MeteoStation5;4;03;6.7;76;1014.8
MeteoStation5;4;04;7.2;85;1015.7
MeteoStation5;4;05;7.9;74;1014.9
MeteoStation5;4;06;8.8;72;1015.9
MeteoStation5;4;07;9.6;75;1014.7
MeteoStation5;4;08;10.6;69;1014.9
MeteoStation5;4;09;12.7;69;1015.5
MeteoStation5;4;10;13.8;67;1014.2
MeteoStation5;4;11;15.8;64;1014.3
MeteoStation5;4;12;16.0;61;1013.8
MeteoStation5;4;13;17.1;59;1014.2
MeteoStation5;4;14;18.4;53;1012.4
MeteoStation5;4;15;17.9;56;1011.8
MeteoStation5;4;16;18.3;54;1010.5
MeteoStation5;4;17;17.4;49;1010.6
MeteoStation5;4;18;16.7;57;1008.7
MeteoStation5;4;19;15.4;62;1009.6
MeteoStation5;4;20;13.7;64;1009.6
MeteoStation5;4;21;12.1;67;1008.7
MeteoStation5;4;22;11.1;69;1011.1
MeteoStation5;4;23;9.5;71;1011.4
